text,label,dialect,type
لا تترك المواظبة على قراءة سورة الإخلاص والمعوذتين,0,standard,positive
أنا أؤمن,0,standard,neutral
اللهم سواريز ولا بواتينغ الفاشل,1,dialectal,negative
كان عندي واحد المتابع واضع اسم و كان واضع صورة طفل صغير يضع نظارات سوداء لم الاحظه منذ مدة ان كان غير الاسم و قرأ تغريدتي هذه فليظهر و عليه الامان,1,dialectal,positive
لا إله إلا أنت سبحانك إني كنت من الظالمين,0,standard,neutral
كابوس متى ينتهي,0,standard,negative
فيهم الخير والبركة,0,standard,positive
حالة لا ساس لها و لا رأس,1,dialectal,positive
الله يحفظك علينا و عليك,1,dialectal,positive
بكل أختصار كما بدأت ستنتهي,0,standard,negative
انت شكلك واخد مسبقا موقف محامي دفاع عن البعض في نفس الوقت مغرق و مهاجم ضد البعض الاخر لذلك لم و لن تتمكن من فهم مقصود كلامي ربما تجاهلت الفهم عن قصد تحياتي,0,standard,negative
عيد ميلاد سعيد جميلة الجميلة,0,standard,positive
كذاب اشر,0,standard,negative
دام عزكم و حماكم الله من كل شر,0,standard,positive
التعبير عن المشاعر لا يحتاج حروفا تترجمه أو تصفه الاهتمام وحده ينبت فى القلب ألف رسالة,0,standard,neutral
اوقفوه نهائيا باللعب في اسبانيا,1,dialectal,neutral
كديرو الغيبة والنميمة,1,dialectal,negative
ما تحن الذكريات الا عليك,0,standard,positive
قطعة الخبز التي تصلك زرعت ثم سقيت ثم حصدت ثم طحنت ثم عجنت ثم خبزت ثم بيعت حتى تستشعر قول من غير حول مني ولا قوة فقل الحمدلله ف بالشكر تدوم النعم,0,standard,neutral
عندما يتعرف الشخص على عيبه ويدركه ويدرك أخطاءه يبدأ رحلته فى التخلص منها من خلال عدة محاولات,0,standard,positive
فين وصل العرس,1,dialectal,neutral
لابأس أكيد ستمر كسابقاتها أكيد ستمر,0,standard,neutral
ينورها عليك دينا و اخرة خويا ربي يعزك,1,dialectal,positive
طالما تؤمنين بنفسك لا شيئ سيهزم فالسقوط يليه النهوض كلما احتجت دفئ امسكي بيدك الاخرى,0,standard,positive
هادي راه خاصك تكتبي معاها المرجو عدم محاولة تجريبها,1,dialectal,negative
خليها على الله هادشي يحزن القلب,1,dialectal,negative
في قمة استعصاء الامور تناولي شيئا و ليكن حلوا بعد ذلك ستجدين الفرق في هدوء الاعصاب و عودة العقل للتفكير,0,standard,neutral
الحمد لله عليها أفضل بكثير من بزاف ديال الناس,1,dialectal,positive
أقذر أنواع البشر من يشوه سمعة شخص ليكسب شخص آخر,0,standard,negative
صباح الخير أنا عائد,0,standard,positive
اننا كانجيو نتشكاو هنا لا يعني اننا كانقلبو على الشفقة ديال شي حد فضاء ماكايعرفنا فيه حد كانجيو نخويو قلبنا و نزيدو مع الطريق فقط لا غير,1,dialectal,neutral
وزعت كعكة دعم الأعمال السنمائية على المخرجين المغاربة و الممثيلين لهم الله في أحوالهم المزرية ومعاناتهم من الأمراض,0,standard,negative
راه تنضحك,1,dialectal,positive
المهم مزال محافظة على المراكز الاولى,1,dialectal,neutral
يارب يوم ألقاك والحال عاري تستر وتغفر ذنوبي,0,standard,mixed
تعطي لبنادم الماكلة وزايدها بالتعياب,1,dialectal,negative
ريال مدريد يعلن تعاقده مع ميليتاو لستة مواسم,0,standard,neutral
ليتك معي ساهر ليل الهوا كله,0,standard,positive
حتى لا ننسى من كان يستحق دعم الإعلام عوض هاذ المهرجين وجوه الشر,0,standard,negative
الفيفا دائما على علم بأنها تظلم المغرب وتحاول التغطية على ذلك بمثل هذه المبادرات التافهة,0,standard,negative
العسكر هما اللي كانوا ديما حاكميين,1,dialectal,neutral
ربي يدير لك لفيها الخير,1,dialectal,positive
الشعوب المقهورة تسوء أخلاقها لابن خلدون,0,standard,negative
صباح الجمال المغربي هذه الرائعة اسأل ألله منزل الأمطار لتروي الارض والقلوب,0,standard,positive
الله ياخد الحق ف اللي كان سباب هؤلاء همهم تشويه صورة المرأة المغربية,0,standard,negative
الصحراء مغربية وغ تبقى مغربية بغا لي بغا وكره لي كره حررها المغاربه وكنفتخر ان جدي من بين الناس لي شاركو في ديك المسيره بالنسبه للجيران بدل ما تدعمو مرتزقه ديوها في ريوسكم وقابلو بلادكم,1,dialectal,mixed
سؤال وجيه,0,standard,neutral
بأسلوبك تنحب تحترم تعشق ، وتترك أيضا,0,standard,mixed
المستقبل يفكك الدولة العميقة في حراك الجزائر,0,standard,neutral
الإبراهيمي و شباب الحراك يرسمون مستقبل الجزائر بعد بوتفليقة,0,standard,neutral
اطالب برحيل هذه الحكومة,0,standard,negative
البنت الذهبية,0,standard,positive
إهتم بمن يرسم لك الفرحه حين يراك في اسوأ حالاتك,0,standard,positive
في نظري ليفربول هو الرابح من الصفقة بالنظر لما ستعود به من أموال على النادي وكوتينيو لاعب جيد لكنه ليس إلى درجة أن ليفربول لايستطيع اللعب بدونه,0,standard,positive
مساء الخير يا قوم التويتر و كيف حالكم,0,standard,positive
وانت آطيب خلق الله,0,standard,positive
التواضع مع غير أهله مذلة,0,standard,negative
شر البلية ما يضحك,0,standard,mixed
اللهم رد كيدكم في نحوركم,0,standard,negative
وجهة نظر ممكنة جدا,0,standard,positive
واحد الصفر اشجعهم كمغاربة,1,dialectal,positive
انا مواطن صالح,0,standard,positive
فعلا أحسنت كلام في الصميم,0,standard,positive
يتكلم عنك الناس في ثلاث حالات عندما لا يملكون ما تملك و عندما يعجزون أن يكونوا مثلك,1,dialectal,neutral
كل ما تفكر فيه ستحصل عليه مع الاخذ في الاعتبار مسألة العمل بالأسباب و الا لن تحصل على شيء,1,dialectal,positive
اه صحيح لغتنا العربية غنية عن اللغات الاخرى,0,standard,positive
اللهم ارزقنا حلو الحياة وخير العطاء وسعة الرزق وراحة البال ولباس العافية وحسن الخاتمة,0,standard,positive
لاتؤجلوا الرسائل فقد تتغير العناوين,0,standard,neutral
يسقط إعلان مرسي الديكتاتوري,0,standard,negative
الى وزارة التجهيز و النقل منعرج خطير بتيزي نتاست نواحي تارودانت الذي يودي سنويا بارواح الابرياء و هذا اليوم سقطت منه سيارة الاسعاف التابعة لبلدية اولادبرحيل بعد عودتها من مهمة ايصال مريض في حالة خطيرة من الدار البيضاء و اليوم سائق السيارة في حالة خطيرة نسأل الله ان يشفي السائق,0,standard,negative
تفاؤل يسود الجزائر بعد قرارات بوتفليقة,0,standard,positive
روحك مافي احلى معها و هذا الجمال الحقيقي غاليتي,1,dialectal,positive
عندما كنت فالجامعة في مدينة مكناس كنت كل يوم أقرأ عند كل شارع اجمع فكرة وكل يوم أجمع أفكار عندما وصلت لهذه المدينة أصبحت كل يوم افقد عشرة افكار,0,standard,negative
قلب واحد هو قلب الواليدة,1,dialectal,positive
قسوة الحياة تكشف أشخاصا رائعين وتكشف أشخاصا خابت الآمال بهم,0,standard,mixed
تعليق منار اسليمي على ما يقع في الجزائر,0,standard,neutral
انا نشوفها وصفة كاملة لنمو للعضلات,1,dialectal,neutral
فرحت لك الله يكمل بالخير,1,dialectal,positive
صباح لخير البنات من مدينة الناظور,1,dialectal,positive
سبحان من خلق هذا الجمال,0,standard,positive
عجبني اللحن وعجبني صوتوا لكن الكلمات ياك لاباس اشريف اينا لغة كتهضر,1,dialectal,mixed
الله يرحموا تلقاه فالجنة ان شاء الله,1,dialectal,positive
ماكرون يستقبل والدة شخص داعم للإرهاب بالمغرب و يعدها أنه سيدعمه للخروج من السجن بالمقابل ينعتون دول شمال إفريقيا بالإرهاب,0,standard,negative
كان من الاولى يجربو هاد المسألة ديال التعاقد ف ميدان اخر ماشي ك التعليم لانه ميدان حساس يستحق تعطاه اولوية ف التدبير ماش,1,dialectal,neutral
احلى مناظر ببلادى,0,standard,positive
دعواتكم لعل دعوة في ظهر الغيب مستجابة و اعلم بان هناك ملك يدعو لك بالمثل ياارب فرج قريب بإذنك,0,standard,positive
أمسية أكثر من رائعه مع أحد الأصدقاء,0,standard,positive
دبلوماسي مخضرم يقود الانتقال السياسي بالجزائر,0,standard,neutral
انا غي دريويشة,1,dialectal,positive
اتمنى لك التوفيق الشاف,1,dialectal,positive
راه الجو لي مامساعدكش,1,dialectal,neutral
غاضبون من القنصليات يطالبون برسوم الفيزا,0,standard,negative
الف مبروك مجود ان شاء الله الجايات اكثر,1,dialectal,positive
انا قلبي مع قلبك لو ان العيون بعاد,0,standard,mixed
اوا جي مرحبا,1,dialectal,positive
تصبحن على خير,0,standard,positive
أجي بعدا فين غبرات واحد الحمى القلاعية شفت ما بقات هضرة عليها,1,dialectal,neutral
و كفى بالله وكيلا,0,standard,positive
الله يخليكم حددو مواقعكم باش يطلع ترند,0,standard,positive
امين يارب العالمين جزاك لله خير,0,standard,positive
سخون الحال,1,dialectal,neutral
فشردني وطني الحبيب الذي خاب ظني به,0,standard,negative
مابقينا فاهمين والو فهاد لبلاد,1,dialectal,negative
بالصحة والعافية,0,standard,positive
واش كاين ذل كثر من هذا,1,dialectal,negative
تقبل الله صيامكم وقيامكم وكل عام وانتم بخير,0,standard,positive
جزاك الله خير ورفع قدرك,0,standard,positive
ما أجمل أن يكون للمرء صديق يشاطره أسراره وهمومه وتفاصيل حياته يكون صدره الحنون الذي يفرغ عليه همومه وأحزانه,0,standard,positive
نهاركم مبروك يا أغلى الناس,1,dialectal,positive
اعيش في حنين,0,standard,positive
ان اقتربت أو ابتعدت فأنا قتيلة الشوق إليك فإني بدونك أغترب فكل مافيك أوطاني,0,standard,neutral
نصب و احتيال ردوا بالكم منهم,0,standard,negative
لم أعد بنفس القوة البدنية التي كنت عليها,0,standard,neutral
توقعات الأرصاد الجوية لطقس اليوم الخميس,0,standard,neutral
ان شاء الله في حياتك خويا و تنتمنى ليك نفس الشي و اكثر,1,dialectal,positive
آمين يا رب عيدكم مبارك سعيد تعيدو و تعاودو إن شاء الله,1,dialectal,positive
لذه الطعام المغربي الكسكس عشق المغاربة,0,standard,positive
ديها فراسك نتي,1,dialectal,negative
شركات ودول تتخلى عن بوينغ ماكس,0,standard,neutral
مرحبا صديق جديد على صفحة تويتر,0,standard,positive
كن من تكن فأنت من تراب,0,standard,neutral
إن شاء الله مايكون ع الخير الله كتب ليك رزقك ونهار غدى تزوجي غادي عريسك وخا يكون في شي غار,1,dialectal,positive
ما ضيع العالم إلا نظرة عيونها,0,standard,negative
المعتوه لا يضخ المليارات من الدولارات لصالح بلاده,0,standard,negative
وانت اعز صديقة فهاد الفضاء صريحة وواضحة,1,dialectal,positive
كلاسيكو اصبح بدون متعة,0,standard,negative
امين وجميع بلاد المسلمين,0,standard,positive
إني أحبك لو غلبني بها الصمت,0,standard,positive
التعدد تؤمنون ببعض و تكفرون ببعض,0,standard,negative
يقول احد اطباء النفس استقبلت جميع الحالات الا حافظ,0,standard,neutral
الزمالك المصري ينتظر رد الجامعة حول بوطيب,0,standard,neutral
ان شاء الله خير,0,standard,positive
الله يديم الناس اللي شوفتهم تفرحنا,0,standard,positive
تسلم يا الغالي اقصد بالجيل الثائر فكريا و ليس الذي تهمه مصلحته الشخصية و يباع و يشترى مشكلتنا نحن العرب مشكلة فكر قبل ان تكون اي شيء اخر تحياتي,0,standard,mixed
ذكي ما شاء الله,0,standard,positive
الحمد لله على كل حال ربي يدوم الصحة والعافية انشاء الله على الجميع,1,dialectal,positive
عالم لا يطاق و ألم لا يطاق,0,standard,negative
اذا ما كلمتك تعال كلمني,0,standard,neutral
لاباس عليك اختي الله يشافيك,1,dialectal,positive
الخبر المتداول الان عن موضوع الهجوم غير صحيح,0,standard,negative
انها فطرة الإنسان,0,standard,neutral
وجوه الويل,1,dialectal,negative
فيموت المريض على يد طبيب نجح بالغش و تنهار البيوت على يد مهندس نجح بالغش,0,standard,negative
الله يسقم سعدك,0,standard,negative
اللهم لا تحمل ابي هما ولا تر أمي حزنا,0,standard,positive
عايشين ومولاها ربي,1,dialectal,neutral
حراك الجزائريين رئيس الوزراء يعلن غضب الشعب,0,standard,negative
حتى لو استعمل ديبالا و هيجواين و ايكاردي الارجنتين وسط ميدانها ضعيف و اظهرة ضعيفة الهجوم ماشي هو كل شيء فرنسا تلعب لعب جماعي و الكل يساعد هجوما و دفاعا,1,dialectal,mixed
المحتجون يتوقون للتغيير ويضغطون لإبعاد الحرس القديم بالجزائر,0,standard,neutral
يسلمك ليا و يخليك ليا ابابا لعزبز,1,dialectal,positive
معرض الكتاب المستعمل بالبيضاء نفائس الأفكار بأزهد الأسعار,0,standard,neutral
داكشي لي درت,1,dialectal,neutral
أسعدك الله أختي الفاضلة فعلا تجربة تستحق النشر جزيت خيرا,0,standard,positive
صور لأطفال يعتقدون بأنهم نجحوا في الإختباء جميلة برائتهم,0,standard,positive
الدولة هي لا تستفيد بشكل مباشر من ثروات المغرب,0,standard,neutral
إله إ أنت سبحانك إني كنت من الظالمين,0,standard,neutral
اللهم ارحم من كانو يتشوقون لصوم رمضان وانتهى عمرهم قبل قدومه اللهم برد عليهم قبورهم وآنس وحشتهم,0,standard,positive
كن شجاعا في مواجهة الظلم ولا تستهدف هزيمة خصمك,0,standard,positive
عيونها أحلى وطن,0,standard,positive
السلطات المغربية المختصة تباشر في عملية ترحيل مغاربة من مناطق النزاع في,0,standard,neutral
جميلة إستمر,0,standard,positive
يكون خير اخاي شكرا,1,dialectal,positive
حبابي آش باب ليكم فهاد الستيل نبدي نديرو مرة مرة,1,dialectal,positive
صدق الله العظيم,0,standard,positive
الانسان يقع في الخطأ صبح مساء و العاقل من يتعلم,0,standard,mixed
جعل عيني لعينك في لقاها نصيب,0,standard,positive
اللهم صل على محمد وعلى آل محمد,0,standard,positive
آمين يارب واياكم,0,standard,neutral
الله يهديه يبقى معانا و يخلوه يخدم,1,dialectal,positive
إلى أصحاب الدرجات النارية من بعد حفظ الله تعالى الخودة سبب في منع الاضرار و الله خير حافظا,0,standard,neutral
هكذا نريد وسوى ذلك لا نريد,0,standard,neutral
وفد صيني يحل ضيفا على جامعة شعيب الدكالي,0,standard,neutral
غدا الحلقة الاولى من المرحلة الثانية من البرنامج,0,standard,neutral
كنت أظن أن أجمل الكلام قصيدة,0,standard,positive
لقد اسمعت لو ناديت حيا لكن لا حياة لمن تنادي,0,standard,negative
شكرا لتجاوبك,0,standard,positive
هذا السلوك الغريب على المجتمعات يدخل في اطار التفاخر الاجتماعي عبر مواقع التواصل بحيث أن تلك الفتاة تريد ان تعطي انطباع للاخر بأنها سعيدة وتعيش الرفاه الإجتماعي,0,standard,neutral
حصيلة حوادث السير في المدن خلال الأسبوع الماضي,0,standard,neutral
الله يحفظك وبارك فيك,0,standard,positive
منا الصورة و لكم التعليق,0,standard,neutral
اتركهم يتوهمون بما يشاؤون,0,standard,negative
الساعة المشؤومة اترت سلبا على كل الناس الصلاة العمل النوم,0,standard,negative
ربي يحفظك ياسين اخ عزيز و غالي,1,dialectal,positive
الى كانت الصور من واقع فهي جميلة ما شاء الله,0,standard,positive
اسيدي مسامحينك,1,dialectal,positive
الله يلعن امك يا فاسد,0,standard,negative
إقدر داك الشخص كان ناقص حنان لفقدان الأم ديالو من صغرو ولقاه في الزوجة داكشي علاش كيعاملها بلطف شديد او أنها يتيمة وكيحاول ميجرحهاش,1,dialectal,positive
آحسن اختي سومية فالعالم الله يخليك ليا ياربي,0,standard,positive
الله يوفقها ويسهل عليها غير قوليلها تبقى تمشي مع جماعة حيت بوحدها را صعيب لحال انا كون نلقى معامن نمشي فصباح منهزش الهم هادشي مغيحسش بيه شي واحد غير سامع,1,dialectal,positive
يكسرون فيك ألف خاطر ويقولون لك إنت متغير علينا,0,standard,negative
هناك أشخاص لاتعوض في حياتنا,0,standard,negative
الوضع الحالي للأسف الذي يعيشه أهل التعليم والتلامذة بالمغرب من تدهور وشتات,0,standard,negative
مساء الياسمين يا قمر,0,standard,positive
الحمد الله,0,standard,positive
يسعد صباحك اخي الفاضل,0,standard,positive
أنت حبي الأول لا حب يعادل حبك و لا ينبغي له أن يعادله خير الخلق رسول الله صلى الله عليه و سلم,0,standard,positive
الانقلاب معه الرصاص والنار والغاز والتعذيب والضرب والسجن,0,standard,negative
لا جديد قلبي ينبض ، شوق واللهفه تزيد,0,standard,mixed
جميلة للغاية يارجا,0,standard,positive
الخادمات الآسيويات في المغرب اغتصاب وترويع واحتجاز وتجويع,0,standard,negative
الكلام الحسن يصنع المحبة والود ويبطل كيد الشيطان,0,standard,positive
الله يهديه,1,dialectal,positive
أستنكر بشدة التصرفات الوحشية واللا إنسانية التى ظهرت فى تسجيل فيديو على الأنترنت في حادثة مراكش,0,standard,negative
الداخلية تمنع مقاولات غير مصنفة من مشاريع الجماعات الترابية,0,standard,neutral
كما قلت المتهم بريء حتى يتبت العكس لان البعض يكون مميزا في خلق البلبلة اما ان تبت صحة الخبر فحسبنا الله ونعم الوكيل,0,standard,neutral
آنت القادر على كل قوي اللهم قد طاال طغيانهم وشرهم عليناا فآرنا فيهم عجائب قدرتك اللهم اجعلهم يتمنون الموت ولاينالونه اللهم آطل في آعمارهم لكي يطول عذابهم ياا أرحم الراحمين أنقذناا من جحيم هذاا البلد,0,standard,negative
حبابي أغلى الناس شكون كيتسنا الجديد يبان هنا,1,dialectal,positive
خاصك تنشري هادشي راه شيق,1,dialectal,positive
أجمل البشر من يصنع فيك ابتسامة حين يعلم انك بحاجتها,0,standard,positive
وجوه الخير شكون توحشني أنا بعدا توحشتكم أحبكم ابن جرير,1,dialectal,positive
رغم كل هذا الجهد هناك من لا تهمه مصلحة الاخرين و يسعى لافشال المقاطعة,0,standard,negative
فليحفض الله قلبي والذي فيه يا آجمل الناس في عيني,0,standard,positive
ترحب بيك الجنة خويا لعزيز قريبا سازور مدينة الداخلة المبهرة الجمال,1,dialectal,positive
آيت ايدر لم أطلب العفو عن توفيق بوعشرين,0,standard,neutral
لقد سئمنا من النسخ والتكرارات,0,standard,negative
يتغير الوقت بسرعة,0,standard,neutral
نوركم الله بنوره,0,standard,positive
اذا مر يناير والليفر في الصدارة معناه اللقب قريب من اللقب,0,standard,negative
و تشابه الحب و الحرب في شيء واحد ، كلاهما يحتاجان رجالا,0,standard,neutral
تمضي الحياة و نمضي معها,0,standard,neutral
لا تستعجل قبل ما تحقق,0,standard,neutral
قافلة طبية جديدة للمناطق الجبلية,0,standard,neutral
معجبة بنفسي و ب بلدي و على صفحتي و ليست مسؤولة على عدم رؤيتك لما يراه غيرك و لا يهمني اصلا,0,standard,positive
يا مقلب القلوب ثبت قلبي على دينك,0,standard,positive
ماذهب جميل إلا وجاء أجمل فالحمد لله دوما وأبدا,0,standard,positive
سنة سعيدة ختي,1,dialectal,positive
قمة الذل و القهر,0,standard,negative
خوفا من المقاطعة موازين يجس نبض الشارع قبل موعده – اليوم,0,standard,neutral
اذا كنت لا تستطيع القيام بأشياء عظيمة إعمل أشياء صغيرة بمحبة عظيمة,0,standard,positive
لطالما قلنا بأنه لا يوجد حل بدون اتفاق,0,standard,neutral
تجديد النية مهم,0,standard,neutral
واجملهم من يصنع فيك ابتسامة حين يعلم آنك بحاجتها,0,standard,positive
بعكس انا اكن لك كل الاحترام والتقدير لشخصك,1,dialectal,positive
قريبا غادي نوريكم واحد الحاجة من شحال هادي وأنا خدام عليها وتحياتي ليكم كنبغيكم بزاف,1,dialectal,positive
اللهم ارحمه,0,standard,positive
آمين الله بحفضك,1,dialectal,positive
لا حشومة,1,dialectal,negative
حقق الله أمانيك,0,standard,positive
لا توجد دولة ااسلاميه حالها يفرح و السبب لا اعرف هو باين ف الحقيقة يعني باش يتغير حال هاد الامة خاصنا نهتمو بحالنا دينيا و دنيويا و بهاد الوتيرة اللي غادين بيها خاصنا قرون,1,dialectal,negative
تليفيزيون المستقبل صار سيء للغاية هدفه فقط انحطاط الأسرة,0,standard,negative
قمة الاخلاق,0,standard,positive
اعلام العار يكذب كالعادة لتشويه صورة الرئيس,0,standard,negative
مع احترامي للامازيغية الا انني ارى انها ستزيد الطين بلة لا اقل و لا اكثر منظومة التعليم بحاجة الى اعادة هيكلة و ليس زيادة رفسها,0,standard,negative
عرفتي والله حتى تدگدگت باقي ماوصلتش للدار لحد الان و خدامة غدا,1,dialectal,negative
انا لي عارفة صباح الخير,1,dialectal,positive
ااه غالب من يكتب ياليسرى خطه يكون حسن,1,dialectal,positive
للاسف الشديد لقد حاولت جاهدا واخا مربحناش و لكن المهم هو المشاركة,1,dialectal,negative
النقابات ترفض محاورة العمال والولاة بخصوص مطالب أساتذة التعاقد,0,standard,neutral
يجب تحرير مكة المكرمة من الاحتلال السعودي قبل تحرير المسجد الأقصى من الاحتلال الصهيوني,0,standard,negative
النفاق الاجتماعي بالنسبة ليا هو نسكت مانقول لا طابت لا تحرقات سينون الحاجة الى ماعجباتنيش غانقولها لي عجبو مرحبا لي ماعجبوش مرحبتين,1,dialectal,neutral
توكلنا على الله,0,standard,positive
ما عندي منزيد كلامك في الصميم,1,dialectal,positive
لعن الله البطالة و الحاجة و الفقر و طرف الخبز اللي كيذل بنادم هدا مكان,1,dialectal,mixed
اللهم آمين و جزاك,0,standard,positive
كان يوم اسود,0,standard,negative
كل شيء فاسد هنا حتى الأضاحي,0,standard,negative
صدقت الوالدين نعمة لا يحس بها الا من فقدهم و خاب من ادركهم ولم يفز برضاهم و رضا خالقه و قل رب ارحمهما كما ربياني صغيرا,0,standard,neutral
الشخص نفسو يقدر يبدل قناعتو من حالة لاخرى,1,dialectal,neutral
بكت عيوني لآلام الفراق,0,standard,negative
التفاهم و الاحترام وتقدير ما يقوم به كل طرف اساس الاستمرار,0,standard,positive
حنة الله يرحمها,0,standard,positive
هادي اهانة فحق القفطان,1,dialectal,negative
الله يكون في عون الفقير و الطبقه المتوسط سوف تنحدر اكثر و اكثر,0,standard,negative
سيبة الرعاة الرحل تيزنيت وسيدي إفني تقاسيان معاناة الاعتداءات,0,standard,negative
الله عليك,0,standard,positive
الاحزاب كلهم جربناهم و النتيجة خفي حنين اجي علاش اللي ما نجربو حكومة د النساء خالصة غ يقول ليك لا يفلح قوم تولت امرهم امرأة نقولو ليهم حنا اصلا واخدين من الدين غ السمية واش بان ليك,1,dialectal,mixed
يا ، يلغي حضور الجميع أحيانا,0,standard,negative
يوجد لك الخير و البركة شكرا لمتنياتك الكريمة نوني,0,standard,positive
ماكاينش معامن ماكاينش,1,dialectal,neutral
تماما من دون مجاملات و لا مصالح,0,standard,positive
يوما ما ستفتهم جيدٱ آن الدنيا تدور ثم تعود وتقف عندك ل تفعل بك مافعلته بغيرك تذكر ذلك جيدا يامن يؤلم غيرك وتمضي وكآنك لم تفعل شيئا,0,standard,neutral
شكرا جزيلا أستاذ,0,standard,positive
شرح معقول و منطقي راك فرحان,1,dialectal,positive
شكرا خديجة,0,standard,positive
عندكم فريق جيد,0,standard,positive
الله يعز الحكام,1,dialectal,positive
إن التطرف والإرهاب لا دين لهما بل يعكسان ايديولوجية أشخاص يريدون نشر الفتنة والخراب في العالم هذه مجزرة شنيعة ضد مسلمين أبرياء لا يمكن تبريرها أبدا,0,standard,negative
تفاهم يجمع بنك المغرب وسلطة دبي للخدمات,0,standard,neutral
جميل الطريقة الوحيدة للتعامل مع مجتمعك,0,standard,positive
عيب عيب,0,standard,negative
رد الزياره علينا ياحلو الأطباع,0,standard,positive
من العبث أن تأخذ رأيه في كتاب دون أدنى مجهود لشرحه له,0,standard,negative
لاشغل لاكرامة إنه الإحتقاروالتشريد القسري,0,standard,negative
التعاقد ولغات التدريس يؤجلان الحسم في القانون الإطار للتعليم,0,standard,neutral
اصبحنا المجتمع التافه للاسف الشديد,0,standard,negative
هذا هو التعاون العربي الحقيقي,0,standard,neutral
عسى عيونك ماتشوف النكاده,0,standard,positive
الله يهديهم ممربيينش الجنس الناقص معرفتش فاين كابر احساب ليه كلشي فحالوا هاد النوع ولا كثير ومعروف فحال الدرهم,1,dialectal,negative
انت البعيد اللي ماغاب لحظه عن البال,0,standard,positive
الشرف كل الشرف لي بصداقتك,0,standard,positive
وكاين اللي غادي يعطيك باش يبقا يعايرك بها قدام عباد الله,1,dialectal,negative
أكاديميون وباحثون يتدارسون إشكالية الاندماج المغاربي في الدار البيضاء,0,standard,neutral
تستاهلي,1,dialectal,positive
العائلة الملكية البريطانية في ضيافة العائلة الملكية المغربية,0,standard,neutral
اذا كانت الانطوائية و الغموض تمثل كل هذا فمرحبا بها,0,standard,neutral
صح عيدكم تقبل الله منا ومنكم,0,standard,positive
لدي رغبة عارمة في الانتقام لو جاءتني الفرصة سأكون اكثر شراسة منهم,0,standard,negative
الصحراء في مغربها و المغرب في صحرائه انتهى الكلام يا بوزباليو مرتزقة,1,dialectal,negative
صافي فقدت الامل,1,dialectal,negative
الحمد لله كاين ناس زوينين كايبغيوني كنبغيكم بزاف والقادة أحلى حبابي,1,dialectal,positive
إذا شعر الرجل بعدم الرضا و التقدير و الحب منك، فإنه يتحول إلى آي طريق آخر يبحث عن السعادة في مكان آخر، فقد يدفن نفسه في العمل، آو يركز على ممارسة الرياضة، أو آلعاب الكمبيوتر ليشغل بها وقته و بعض الرجال يبحث عن شريكة آخرى,0,standard,negative
هل يموت الدين في مختلف أنحاء العالم,0,standard,neutral
لا يعاب المرء على فقره ولا قبح شكله فليس له في ذلك حول ولا قوة,0,standard,neutral
في ذاك المقام اجمعين ان شاء الله,0,standard,positive
نهارك مبروك,0,standard,positive
من يراقب السعودية حبا يعيش فخرا,0,standard,positive
آمييين و الله يديمها نعمة,0,standard,positive
وهل كل من يتجراء على التحدث على المغرب يستمعوا له حفظ الله المغرب,0,standard,neutral
يابعيد صرت في وصله قريب,0,standard,mixed
مبارك للجميع,0,standard,positive
رغم دلك متمسكون بعقيدتنا الله يهدي ما خلق,1,dialectal,positive
العثور على جثة متحللة لعامل ضواحي اشتوكة,0,standard,negative
جلدة تنتظر سيدات في مظاهرات السودان,0,standard,neutral
ليست من طباع المغربي,0,standard,neutral
احسنت كل عليه وله,0,standard,positive
لا تندم على الماضي، تعلم منه وتجاوزه,0,standard,positive
حنا مالين الخير نجمعو الناس على الخير,1,dialectal,positive
وزارة التربية تراهن على الارتقاء ب أطر الأكاديمية,0,standard,neutral
اكيد طبعا,0,standard,positive
دائما هناك نهاية للايام الجميلة للأسف,0,standard,mixed
تصبحون على حب,0,standard,positive
غزالة سوس,0,standard,positive
وترى حتى بالبعد الدي يحب يبقى يحب,0,standard,positive
أول تواصل رسمي بيننا,0,standard,neutral
لا صراحة يمكن جيت لدنيا بعد هاد الجيل,1,dialectal,neutral
راه الإختلاف على حاجة تافهة شخصيا كيعجبني يختلف معايا في الرأي بنادم باش ناقشوا ماشي باش نقلبوها سبان و من بعد بلوك,1,dialectal,mixed
الله يكبر بيك ا الحاج,1,dialectal,positive
مرات عدة نعطيه و قت حتى يسالي,1,dialectal,neutral
كوفي عنان الله يرحموا مسكين,1,dialectal,positive
حامض,1,dialectal,negative
الله ياخذ الحق ف اللي كان حيلة و سباب,1,dialectal,negative
ليس لديكم شيء يجعلني احقد عليكم,0,standard,neutral
الثقافة بالكتب,0,standard,neutral
نصيحة الدهر كونوا اصدقاء صالحين لا تعمروا الحزن بقلب أحد,0,standard,positive
الليلة سعيدة على الجميع,0,standard,positive
لو اقضي ليلي معك ما اشبعك,0,standard,negative
اي وحدة تتفكر بحال هكذا,1,dialectal,neutral
الله يعطيك طول العمر,1,dialectal,positive
فطور شهي وصيام مقبول,0,standard,positive
حافظ على كرامتك حتى لو كلفك الأمر أن تصبح صديقا لجدران غرفتك,0,standard,positive
تصبحون على الف خير,0,standard,positive
نهارك مبروك ياعقيد,0,standard,positive
والسعودية اللي هي دولة إسلامية صوتات على أمريكا,1,dialectal,neutral
كذبة حقيرة,0,standard,negative
القناعة كنز,0,standard,positive
اللهم صل وسلم وبارك على سيدنا وحبيبنا محمد​​​​ وعلى آله وصحبه اجمعين,0,standard,positive
